date,Before Translation,Review,Author,Location,Before Pronoun Resolution,Brand,Flavour,No of Ratings,Price,Product Rating,Review Rating,Review Title,Root,SKU,Source
2016-08-02 00:00:00+00:00,,My daughter absolutely loves these snacks and has since she was little. A bit on the expensive side but well worth it compared to the garbage that is out there for kids to eat,Row,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-07-19 00:00:00+00:00,,"Annie's is a brand that I trust and feel comfortable giving to my toddler. It is so hard to find ""on the go"" foods that aren't full of bad ingredients so Annie's is a breath of fresh air as far as packaged children food goes. I was SO excited to find these fruit snacks for such a good deal on Amazon. My daughter is a huge fan and I'm glad I have a better option to give her than the other popular fruit snack brands out there!",Hannah,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2020-10-22 00:00:00+00:00,,Be wise to check expiration date they expire fairly quickly so I do not normally purchase these in bulk. However they are vegan and gluten free and very tasty.,Cedes86,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2019-01-06 00:00:00+00:00,,Kids love these and I M glad to find something organic for school.,C. Bush,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-04-07 00:00:00+00:00,,My daughter is in love with these. She begs for them.,Kindle Customer,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2020-11-30 00:00:00+00:00,,They came in all melted together and they taste funny.,Gabriela Almendra,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,1,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2020-08-20 00:00:00+00:00,,I love Annie's but these are WAAAAAY too sweet.,Lola,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,1,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-02-04 00:00:00+00:00,,"Normally these 'fruit snacks' are wonderful. This is the SECOND box in a row that are dried out & feel dehydrated; they're terrible. The funny thing is that both boxes aren't expired. This box shows an expiration date of ""07 JAN 2018"" but are totally ruined. I was hoping the first box was a fluke so I reordered and am sadly disappointed. Both my kids & I seriously love these things - just from another source!!!
Update: Amazon quickly sent a new box on my second order and they were fresh and yummy as always! :) Thanks, Amazon!",MamaOThree,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2021-02-11 00:00:00+00:00,,"Every so often it’s nice to have some candy like this, and you don’t feel guilty because there’s not a ton of sugar or fructose syrup and it’s organic.",Dee,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-04-06 00:00:00+00:00,,Yummy tastes like a real fruit! Kid loves it.,Thunder,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2019-06-18 00:00:00+00:00,,The box I receieved smelled like it had been in someones stinky basement for 5 years.  SUPER DUPER WEIRD.  Return immediately and got my money back.,Girl in NYC,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,1,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2020-12-05 00:00:00+00:00,,I've had these many times and I know the way they should taste and the ones I bought taste old there is a film on them and they are all stuck together like they been melted. I tried to return and can't! I will never buy these from Amazon again!,jennie,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,1,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2018-03-05 00:00:00+00:00,,Nice to find this size. Excellent!,Jan,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2018-12-13 00:00:00+00:00,,My grandchildren love these gummies.,Winifred G WoodAmazon Customer,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2019-11-19 00:00:00+00:00,,A favorite snack of my 4 year old twins who definitely prefer this brand over others because they like the flavor better.,tsmom,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2020-03-18 00:00:00+00:00,,We love these!,PRwithAR,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2020-12-10 00:00:00+00:00,,They came very sticky. The ones from target are not sticky in package like these,Allie Benoit,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,3,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2020-12-20 00:00:00+00:00,,"I bought it because my daughter got those at school snack time. it is advised as health snack, because it is from fruit juice. but overall it is just sugar in pretty name. worse part it will stuck on teeth afterwards. I would rather it shows as sugar, so school anf kids knows better to stay away.",M. H,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,2,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-08-22 00:00:00+00:00,,"These are some of the only fruit snacks I feel comfortable giving my family because I know they're gelatin free. They arrived on time, and tasted great.",Candace Wells,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2019-11-06 00:00:00+00:00,,"Beware! I was just like you wanting to opt-in for a healthier and Organic snack. Especially when it comes to the kids. This product is unbelievably horrible, leaves an after taste, feels grainy in your mouth, and is going bad. Stay far away from this and save your money.",jay,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,1,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2018-01-13 00:00:00+00:00,,"OH MER GOSH!  SUPER YUMMY!!! not chewy like some brands of fruit snacks.  They are pretty small bags though, I wish they were bigger.  Super yummy; not too sweet.  Hard to stay out of them!!",akmom09,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-08-12 00:00:00+00:00,,My kids LOVE them!! They taste great as well!,Amazon Customer,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2016-10-13 00:00:00+00:00,,These fruit snacks taste great!,Margaret A. Sultenfuss,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2018-07-01 00:00:00+00:00,,"These are amazing! It’s hard to find these and the Costco we go to don’t sell them anymore so I’m buying them through amazon now. These smell so delicious, not any other fruit snack like these.",crystal,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2021-06-24 00:00:00+00:00,,"I was looking for the strawberry lemonade flavor that we found around Easter, but this multipack has a nice variety. I am not sure why Annie's treats are so sticky, not only the one's from Amazon, but from all sources. Other than that, they have a nice taste are organic and gluten free.",Jodi G.,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,4,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2018-09-19 00:00:00+00:00,,"These fruit bunny gummies are delicious and addicting. There is no weird aftertaste, vegetable-based colors, natural ingredients, no crap. It's sweet, yummy, soft and chewy. I genuinely don't mind purchasing these gummies for loved ones. They're a much healthier choice if you're going to be eating candy at all.",♡ Pain Warrior ♡,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2016-09-28 00:00:00+00:00,,My daughter loves Annie's bunnies!,Informative1,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-12-08 00:00:00+00:00,,I found myself eating multiple packets a day because they're just that good! They're soft and naturally sweet.,Aubrey Holt,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-09-22 00:00:00+00:00,,These are awesome.  Better than candy,I am a Geek,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2018-12-17 00:00:00+00:00,,Ordering second time.  Good pricing.  Much cheaper buying here in bulk than in many other stores in small packaging.,Shahnoz,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2019-10-18 00:00:00+00:00,,Great little snacks for grandsons. They love them.,debasher,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-02-17 00:00:00+00:00,,Never unsatisfied with any Annie'a products!  These were in perfectly sized single serving pouches.  And gluten free!  Delicious!,Sara E.,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-02-13 00:00:00+00:00,,"Taste is fine, but they're kind of slimy and gross feeling.",Jenny,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,3,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2020-02-04 00:00:00+00:00,,I got these bunnies and honestly they were super sticky. The berry ones tasted horrible like medicine. The strawberry bunnies are delicious. I decided to try to put them in the freezer and they taste 10x better this way and feel a bit less sticky. Would I reorder? Probably not.,Theresa Messano,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,3,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2020-04-30 00:00:00+00:00,,"Nowhere near as good as the sour bunnies. BEWARE the green ones are not sour they're tropical, nasty surprise. The berry flavor is the best and they're all downhill from there.",Amazon Customer,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,3,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2016-09-27 00:00:00+00:00,,"Great snack for our children, they enjoy it and we know its a healthy alternative.",VladK,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2021-04-19 00:00:00+00:00,,"Every flavor besides berry patch was sticky had liquidy substance on them, packages of sunny citrus, tropical treat and summer strawberry must of had issues in manufacturing because the berry patch was perfect. Berry patch had the appropriate amount of air in the packaging and gummies were ideal consistency. The other flavors packaging is very squished, no air inside, and gooey gross gummies. I’m Very disappointed.",Jacob B.,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,1,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2018-04-21 00:00:00+00:00,,"These gummies are not very chewy. I really like the taste, but they come apart in just a few bites. When I'm going for a gummy snack, I want something with a texture like a Haribo gummy product.

I'm sure a lot of people may like this texture better though. I think they're worth a try, and they have a great fruit taste, just not my favorite gummy snack when I factor in the texture.",Matt,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,4,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2021-05-31 00:00:00+00:00,,They were stuck together and more sticky than usual,Amazon Customer,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,1,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-08-25 00:00:00+00:00,,"My kids love these. Problem is, I do too! They don't last as long as they should in our house.",Amazon Customer,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-12-08 00:00:00+00:00,,These were tasty and the kids seems to love them for Halloween. I found them to have that odd thickness. Like when you buy cheap gummies at the dollar store? But the flavor was yummy.,Midge L,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,4,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-09-03 00:00:00+00:00,,Yum!,Carol P.,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-06-17 00:00:00+00:00,,Was looking for vegetarian  fruit snacks and these are pretty good.,Jr,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,4,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-04-12 00:00:00+00:00,,Yummy and delicious.,Nick Grisanti,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2021-01-15 00:00:00+00:00,,"I don't know if it's a storage issue or if they're just really old, but the fruit snacks that came were melting. Super gooey and sticky, plus an unpleasant grittiness. Not great. Annie's when fresh are delicious so this was really disappointing.",Gina,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,1,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2020-07-22 00:00:00+00:00,,"I normally love these when I buy them at the grocery store, but the ones I got from Amazon were not so good. The lighter colored fruit snacks were stuck together and had a gritty coating of sugar around them. They must have been old or left in somewhere too warm for too long.",Phillip,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,3,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2019-07-28 00:00:00+00:00,,Sticky and tastes like crap,WizardMan420,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,1,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2020-03-14 00:00:00+00:00,,these things were awful. they are all grouped together/heat I guess when they arrived. the taste horrible.  Will get a different brand in the future,Doris Shervanick,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,1,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2018-03-03 00:00:00+00:00,,So tasty!,Nicole Singleton,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2018-03-18 00:00:00+00:00,,These things are just plain nasty. Even the strawberry flavor aren’t good. My toddler who loves gummies wouldn’t even eat them!,Risz,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,1,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-10-24 00:00:00+00:00,,"I bought these because I do not eat gelatin and my son loves gummies...I really wanted to like this product but they are SO sweet: my son ate them at first then wasn’t drawn to them at all...I couldn’t even get through one of these tiny packs, I felt like I was chewing on pure sugar.",Corina,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,3,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2021-04-02 00:00:00+00:00,,"The fruit snacks were melted, stuck together and lost their shape.  I do not recommend this product and will not buy again.",Teresa L. Connors,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,1,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2019-12-11 00:00:00+00:00,,I received this product and when you open the bags the fruit snacks are all sticky and stuck together. I buy these all the time and they are never like this. I feel like maybe there were stored in warm temperatures they are all melted together.,John,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,1,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2018-08-18 00:00:00+00:00,,Snacks were very soft and flavorful and alot of varities,Bobjf777,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2020-11-30 00:00:00+00:00,,"I would give it a five star but unfortunately the box I received,  all the individual pack inside the box looks like as if someone squeezed the pack together causing the gummy inside to be very sticky to the bag.  Overall, the price is reasonable for these gummy and kids approved.",meimei,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,4,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2018-06-24 00:00:00+00:00,,Yummy snacks in convenient pouches!,Customer,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
